Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
ELCA4,"20,20","46,85","10,16","3,773","0,00%","1,969","16,69","22,66","-5,28","25,43","18,97","16,65%","10,87%","1,48","11,35%","21,68%","0,00","4.196.530.000,00","2,16","10,27%"
VAMO3,"37,52","47,71","16,89","5,650","0,00%","2,023","29,30","24,04","-3,52","29,90","17,02","23,51%","11,84%","1,29","12,26%","35,40%","17.531.000,00","506.238.000,00","5,66","3.914,43%"
GLOB4,"30,49","48,51","8,15","1,685","0,00%","1,473","64,85","18,15","-6,22","20,43","15,25","9,28%","3,47%","1,04","12,05%","16,79%","0,00","5.979.000.000,00","1,52","7,82%"
CSAN3,"90,16","49,59","3,89","3,127","1,40%","1,181","8,41","24,02","-3,30","30,21","22,31","13,02%","6,73%","1,78","6,01%","7,85%","312.050.000,00","10.847.700.000,00","1,43","18,95%"
PLTO6,"10,47","50,81","692.616,00","0,690","0,00%","0,901","2,90","55,05","-1,55","56,35","56,35","1,25%","1,36%","3,87","1,74%","1.363.200,00%","0,00","1.000,00","21.227,00","8,78%"
PNVL4,"18,99","51,23","2,85","1,020","0,79%","1,311","4,12","32,69","14,92","35,16","15,04","3,12%","1,99%","2,03","6,35%","5,56%","268.022,00","1.010.640.000,00","0,65","7,78%"
PNVL3,"19,05","51,39","2,86","1,024","0,71%","1,315","4,13","32,79","14,97","35,26","15,08","3,12%","1,99%","2,03","6,35%","5,56%","16.064.400,00","1.010.640.000,00","0,65","7,78%"
PLTO5,"10,94","53,09","723.708,00","0,721","0,00%","0,942","3,03","57,52","-1,62","58,82","58,82","1,25%","1,36%","3,87","1,74%","1.363.200,00%","0,00","1.000,00","21.227,00","8,78%"
FFTL3,"25,00","53,22","2,26","3,410","0,00%","1,508","23,71","20,90","-15,54","20,55","20,55","16,32%","8,16%","1,37","8,91%","4,24%","0,00","6.274.030.000,00","0,07","7,79%"
FFTL4,"25,06","53,34","2,26","3,418","0,00%","1,512","23,77","20,95","-15,58","20,60","20,60","16,32%","8,16%","1,37","8,91%","4,24%","0,00","6.274.030.000,00","0,07","7,79%"
MERC3,"26,00","53,48","1,89","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","3,54%","1.145,47","247.665.000,00","0,00","-24,77%"
FESA3,"43,00","54,43","2,15","2,341","1,96%","1,348","10,84","12,07","-14,03","12,85","8,21","19,40%","4,32%","1,83","12,79%","3,95%","38.093,40","1.765.580.000,00","0,30","9,71%"
ELCA3,"24,70","57,29","12,42","4,614","0,00%","2,407","20,41","27,71","-6,45","30,48","22,74","16,65%","10,87%","1,48","11,35%","21,68%","0,00","4.196.530.000,00","2,16","10,27%"
GVTT3,"57,70","57,38","3,68","4,312","0,00%","2,268","21,82","25,92","-18,43","26,65","26,65","16,64%","7,52%","1,66","10,32%","6,42%","0,00","2.150.790.000,00","0,24","31,47%"
AERI3,"8,54","57,81","6,77","2,963","0,00%","2,760","9,02","38,28","24,84","40,97","35,99","7,74%","5,13%","1,77","11,54%","11,72%","45.535.500,00","966.252.000,00","1,18","0,00%"
AEDU3,"18,35","59,34","3,32","4,141","0,00%","2,159","17,00","41,06","-21,55","43,27","29,01","10,08%","6,98%","2,04","5,77%","5,60%","0,00","2.415.400.000,00","0,30","20,90%"
TOTS3,"30,93","60,60","6,86","6,885","0,69%","3,473","22,57","17,11","61,69","16,26","13,60","40,25%","11,36%","1,39","27,21%","11,33%","158.982.000,00","2.604.170.000,00","0,12","3,77%"
SUBA3,"84,00","61,95","8,39","8,067","0,00%","6,778","8,03","115,78","8,09","106,17","106,17","6,97%","13,02%","5,55","19,11%","13,54%","0,00","530.396.000,00","0,00","0,00%"
VULC3,"8,24","64,10","1,80","1,717","0,00%","1,206","2,51","42,96","3,64","44,49","17,04","4,00%","2,68%","3,64","3,42%","2,81%","5.238.110,00","1.125.080.000,00","0,28","1,53%"
ESPA3,"16,40","64,50","11,99","7,675","0,00%","2,743","20,64","57,53","-14,75","62,64","34,45","13,34%","11,27%","1,30","5,43%","18,58%","21.065.400,00","334.202.000,00","1,56","-19,41%"
WEGE3,"76,23","68,34","13,84","9,158","0,81%","8,028","23,97","48,83","35,09","47,98","42,17","18,75%","13,72%","2,13","23,08%","20,24%","503.130.000,00","11.563.200.000,00","0,15","17,16%"
GNDI3,"83,08","68,82","7,14","4,747","0,00%","3,098","21,82","34,05","-12,25","33,99","27,61","13,94%","6,89%","1,83","11,79%","10,37%","417.471.000,00","7.098.150.000,00","0,49","27,29%"
AMBP3,"27,39","69,01","2,57","4,409","0,00%","1,881","4,42","24,23","6,91","21,22","13,82","18,19%","7,06%","5,23","12,34%","3,73%","7.492.780,00","1.201.780.000,00","0,17","44,85%"
HAPV3,"15,11","71,65","7,17","6,561","0,39%","4,152","40,63","44,49","-25,67","44,17","27,67","14,75%","9,18%","1,65","11,55%","10,01%","187.810.000,00","7.829.210.000,00","0,27","29,76%"
DAGB33,"375,00","71,75","1,60","0,640","0,00%","0,510","15,24","11,87","-1,27","19,35","30,65","5,39%","1,67%","1,17","4,96%","2,24%","0,00","12.597.300.000,00","1,18","32,08%"
CTPC3,"0,20","76,36","1,08","0,000","0,00%","0,097","0,00","-16,86","0,00","-18,75","-18,75","0,00%","0,00%","0,00","0,00%","1,41%","0,00","2.411.000,00","0,00","-6,10%"
ROMI4,"185,00","77,76","16,69","13,941","0,00%","7,767","28,15","136,26","99,34","138,41","101,02","10,23%","17,95%","1,82","7,50%","21,46%","0,00","813.003.000,00","0,66","12,08%"
WEST3,"8,71","81,76","220,03","3,901","0,00%","9,774","-50,25","15.430,10","-31,15","15.123,00","227,36","0,03%","4,77%","0,77","0,24%","269,11%","12.584.400,00","4.348.000,00","3,03","187.252,00%"
RLOG3,"23,08","82,76","4,26","1,534","0,00%","0,229","1,49","5,32","-0,50","12,43","6,68","28,85%","7,07%","2,64","5,36%","5,15%","14.963.000,00","2.507.240.000,00","9,08","8,76%"
RADL3,"24,78","84,50","9,38","2,040","0,46%","2,960","18,45","42,85","-17,19","43,66","19,82","4,76%","2,47%","1,46","9,71%","11,10%","168.031.000,00","4.363.130.000,00","0,38","15,50%"
CBEE3,"26,80","91,28","1,24","0,717","0,00%","0,384","17,86","17,07","-0,93","32,04","11,52","4,20%","0,79%","1,08","2,65%","1,36%","94.956,00","3.591.240.000,00","1,28","7,94%"
YDUQ3,"32,36","101,87","3,12","2,595","1,58%","1,080","6,93","28,26","-3,01","37,36","14,81","9,19%","2,55%","2,12","4,80%","3,06%","94.667.200,00","3.204.970.000,00","1,51","4,45%"
LAME3,"21,76","104,12","3,33","1,927","0,98%","0,860","2,11","23,27","-151,36","23,49","12,46","8,28%","1,48%","2,61","9,29%","3,20%","59.439.000,00","12.311.400.000,00","1,79","4,40%"
PQUN4,"15,44","104,31","1,88","0,545","0,00%","0,523","7,57","19,50","-0,97","40,25","40,25","2,80%","0,52%","1,61","3,02%","1,81%","0,00","858.692.000,00","2,28","5,19%"
PQUN3,"15,44","104,31","1,88","0,545","0,00%","0,523","7,57","19,50","-0,97","40,25","40,25","2,80%","0,52%","1,61","3,02%","1,81%","0,00","858.692.000,00","2,28","5,19%"
CASN3,"15,20","108,09","9,18","10,632","0,24%","3,228","-164,90","46,03","-6,25","51,10","35,48","23,10%","9,84%","0,87","7,34%","8,50%","0,00","1.324.160.000,00","1,11","5,52%"
LAME4,"23,31","111,54","3,57","2,064","0,91%","0,921","2,26","24,93","-162,15","25,14","13,34","8,28%","1,48%","2,61","9,29%","3,20%","324.441.000,00","12.311.400.000,00","1,79","4,40%"
TMAR6,"42,01","112,59","0,71","0,519","0,00%","0,181","1,49","4,04","-0,50","8,29","3,21","12,84%","-0,42%","1,62","5,78%","0,63%","0,00","20.448.500.000,00","1,38","14,80%"
TMAR5,"42,67","114,35","0,72","0,527","0,00%","0,184","1,51","4,10","-0,51","8,35","3,24","12,84%","-0,42%","1,62","5,78%","0,63%","0,00","20.448.500.000,00","1,38","14,80%"
FLCL6,"9,91","115,65","61,25","11,283","0,00%","11,168","143,05","64,97","-27,75","67,11","67,11","17,37%","9,76%","1,23","22,91%","52,97%","0,00","72.920.000,00","2,96","-29,63%"
NETC3,"38,50","123,10","2,12","1,290","0,00%","1,074","-33,02","10,82","-2,96","12,15","5,27","11,93%","1,55%","0,80","10,95%","1,72%","0,00","6.812.390.000,00","0,28","66,63%"
RAIL3,"20,35","126,98","2,52","5,416","0,00%","0,822","6,20","20,88","-1,92","27,60","14,16","25,94%","4,37%","2,25","4,83%","1,98%","230.905.000,00","14.983.600.000,00","1,33","12,02%"
NETC4,"40,00","127,89","2,20","1,340","0,00%","1,116","-34,31","11,24","-3,08","12,57","5,45","11,93%","1,55%","0,80","10,95%","1,72%","0,00","6.812.390.000,00","0,28","66,63%"
CCRO3,"12,44","131,54","3,25","2,541","2,21%","0,751","49,87","12,13","-1,45","18,75","8,64","20,94%","0,87%","1,07","7,78%","2,47%","165.363.000,00","7.741.160.000,00","2,57","-0,19%"
FLCL3,"11,50","134,20","71,08","13,094","0,00%","12,959","166,00","75,40","-32,21","77,54","77,54","17,37%","9,76%","1,23","22,91%","52,97%","0,00","72.920.000,00","2,96","-29,63%"
LOGN3,"16,56","134,89","4,94","1,551","0,00%","0,792","2,72","13,33","-2,20","18,53","10,22","11,63%","1,15%","2,54","9,45%","3,66%","11.211.000,00","353.809.000,00","3,93","9,27%"
BOAS3,"12,05","136,45","3,54","10,105","0,00%","2,624","5,10","52,41","7,76","43,20","18,60","19,28%","7,41%","7,24","11,19%","2,60%","12.288.800,00","1.797.950.000,00","0,10","2,45%"
ALPA3,"33,13","138,97","6,61","5,791","0,00%","4,047","13,89","35,12","22,05","34,31","26,57","16,49%","3,77%","2,10","15,17%","4,75%","177.921,00","2.948.730.000,00","0,08","-3,69%"
VULC4,"18,00","140,03","3,93","3,751","0,00%","2,634","5,49","93,84","7,94","95,37","36,52","4,00%","2,68%","3,64","3,42%","2,81%","0,00","1.125.080.000,00","0,28","1,53%"
FLCL5,"12,50","145,87","77,26","14,232","0,00%","14,086","180,44","81,95","-35,01","84,09","84,09","17,37%","9,76%","1,23","22,91%","52,97%","0,00","72.920.000,00","2,96","-29,63%"
NGRD3,"7,64","147,54","4,02","8,577","0,00%","2,759","5,45","52,88","8,61","45,99","31,08","16,22%","5,81%","4,95","11,90%","2,72%","36.354.200,00","453.669.000,00","0,28","2,65%"
PETZ3,"21,88","147,65","16,75","6,000","0,14%","4,554","37,16","64,78","-17,53","64,85","31,46","9,26%","4,06%","1,35","11,00%","11,34%","82.468.700,00","514.759.000,00","0,96","45,70%"
ARZZ3,"74,71","153,21","5,52","4,678","0,65%","2,628","11,39","118,10","91,99","119,26","52,15","3,96%","3,05%","1,72","3,37%","3,60%","45.623.400,00","1.348.600.000,00","0,47","7,36%"
EVEN3,"10,70","154,48","1,30","1,357","1,36%","0,438","1,06","9,31","2,06","5,88","5,69","14,58%","3,19%","2,30","6,33%","0,84%","16.610.200,00","1.745.960.000,00","0,26","1,05%"
HBTS5,"25,11","156,66","0,78","2,273","0,19%","0,172","-1,35","3,22","-0,27","4,95","4,89","70,50%","1,38%","0,54","5,42%","0,50%","17.507,80","294.008.000,00","0,46","27,34%"
OMGE3,"39,69","157,65","2,08","7,060","0,00%","0,736","10,99","22,47","-1,44","37,32","21,19","31,42%","4,96%","2,16","3,60%","1,32%","44.862.000,00","3.733.160.000,00","1,61","50,43%"
ALPA4,"37,64","157,89","7,51","6,579","0,00%","4,597","15,78","39,90","25,06","39,09","30,27","16,49%","3,77%","2,10","15,17%","4,75%","57.031.700,00","2.948.730.000,00","0,08","-3,69%"
TMAR3,"62,00","166,16","1,04","0,765","0,00%","0,268","2,20","5,96","-0,74","10,21","3,96","12,84%","-0,42%","1,62","5,78%","0,63%","0,00","20.448.500.000,00","1,38","14,80%"
CASH3,"31,64","202,76","11,26","31,903","0,00%","10,605","11,92","140,45","11,94","128,83","121,30","22,71%","15,66%","18,49","62,84%","5,56%","60.741.800,00","355.132.000,00","0,00","53,85%"
RDNI3,"8,85","261,91","0,63","1,223","0,10%","0,245","1,32","-52,41","-1,08","-102,00","-267,80","-2,33%","1,36%","1,97","-0,50%","0,24%","190.890,00","617.725.000,00","0,70","-2,92%"
ELEV3,"24,30","312,39","3,22","0,688","0,00%","0,954","5,75","37,19","-5,18","51,41","51,41","1,85%","0,27%","1,47","3,01%","1,03%","0,00","489.356.000,00","1,35","3,69%"
SQIA3,"22,24","316,59","3,60","7,472","0,00%","2,461","5,74","225,56","11,05","190,68","44,16","3,31%","2,36%","4,85","2,21%","1,14%","16.927.500,00","435.528.000,00","0,18","23,13%"
RDOR3,"69,50","322,14","10,14","9,835","0,30%","3,022","7,43","75,74","-14,96","80,24","54,83","12,99%","3,27%","5,81","6,26%","3,15%","120.262.000,00","13.613.100.000,00","1,76","13,37%"
RHDS4,"1,00","363,45","29,50","4,977","0,00%","7,182","-593,56","68,11","-24,55","71,32","53,72","7,31%","1,17%","0,97","11,80%","8,12%","0,00","272.045.000,00","1,49","4,38%"
MGLU3,"22,12","367,00","19,62","4,927","0,23%","5,833","42,50","192,18","-274,81","190,56","98,27","2,56%","1,34%","1,25","5,65%","5,35%","953.266.000,00","7.325.290.000,00","0,23","31,64%"
ORVR3,"21,20","427,29","22,47","3,864","0,00%","2,258","-34,73","15,64","-3,50","18,93","12,49","24,72%","6,02%","0,78","15,58%","5,26%","8.266.190,00","67.422.000,00","4,83","12,58%"
TFCO4,"12,02","441,71","56,59","42,683","0,00%","31,974","62,98","282,60","90,63","281,65","260,61","15,10%","9,66%","2,81","17,44%","12,81%","2.464.850,00","201.642.000,00","0,25","22,56%"
SEQL3,"26,33","484,21","8,27","3,410","0,00%","2,473","8,94","91,87","-13,31","97,00","33,63","3,71%","0,70%","2,16","4,38%","1,71%","16.657.200,00","411.325.000,00","1,46","89,30%"
DTCY3,"10,35","494,45","22,81","6,949","0,00%","4,497","-22,41","538,35","-8,41","535,23","25,90","1,29%","1,41%","0,57","1,08%","4,61%","75.909,40","5.050.000,00","0,57","-1,32%"
UBBR4,"7,49","610,27","1,99","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,33%","0,00","10.317.200.000,00","0,00","10,58%"
LWSA3,"26,91","798,12","23,38","32,271","0,10%","10,848","44,15","364,05","541,33","357,77","155,03","8,86%","4,04%","1,79","4,30%","2,93%","277.757.000,00","673.973.000,00","0,23","24,50%"
PRBC4,"14,54","808,37","39,12","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","4,84%","0,00","1.210.880.000,00","0,00","11,60%"
UBBR11,"14,75","1.201,81","3,91","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,33%","0,00","10.317.200.000,00","0,00","10,58%"
UBBR3,"18,00","1.466,61","4,77","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,33%","0,00","10.317.200.000,00","0,00","10,58%"
DMVF3,"9,30","3.826,08","0,56","0,469","0,00%","0,323","2,85","8,03","-3,47","6,75","2,92","5,83%","0,01%","1,52","5,25%","0,01%","2.666.250,00","836.159.000,00","0,16","-11,29%"
